year,snapshot_date,country,rank,country_code,rating,rank_max,rating_max,rank_avg,rating_avg,rank_min,rating_min,matches_total,matches_home,matches_away,matches_neutral,wins,losses,draws,goals_for,goals_against,confederation,is_host
1987,1987-12-31,Uruguay,16,UY,1854,1,2104,11,1886,44,1636,570,207,239,124,245,195,130,947,780,CONMEBOL,0
1987,1987-12-31,Czechia,17,CZ,1843,2,2027,11,1865,26,1686,465,188,235,42,207,148,110,895,672,UEFA,0
1987,1987-12-31,Scotland,21,SQ,1797,1,2104,7,1931,30,1727,520,242,256,22,267,143,110,1063,665,UEFA,0
1987,1987-12-31,Belgium,23,BE,1777,4,1961,24,1722,54,1503,487,239,220,28,188,205,94,872,950,UEFA,0
1987,1987-12-31,South Africa,25,ZA,1761,7,1847,20,1754,35,1654,47,22,25,0,20,25,2,112,117,CAF,0
1987,1987-12-31,Colombia,26,CO,1759,25,1759,73,1439,102,1304,171,73,57,41,44,88,39,198,323,CONMEBOL,0
1987,1987-12-31,Austria,27,AT,1752,1,2070,11,1863,33,1674,503,229,246,28,221,178,104,998,839,UEFA,0
1987,1987-12-31,Portugal,28,PT,1749,3,2018,23,1733,41,1624,269,130,112,27,102,115,52,375,438,UEFA,0
1987,1987-12-31,Paraguay,30,PY,1743,5,1956,20,1754,42,1619,359,100,162,97,124,151,84,512,603,CONMEBOL,0
1987,1987-12-31,Switzerland,30,CH,1743,11,1803,28,1642,56,1485,499,248,229,22,141,259,99,704,1047,UEFA,0
1987,1987-12-31,Morocco,33,MA,1696,19,1807,37,1664,65,1527,282,101,106,75,127,78,77,409,311,CAF,0
1987,1987-12-31,Norway,34,NO,1681,14,1793,41,1561,85,1364,474,235,221,18,146,240,88,721,1032,UEFA,0
1987,1987-12-31,Iran,35,IR,1668,19,1803,45,1609,79,1450,178,62,40,76,99,46,33,327,151,AFC,0
1987,1987-12-31,Egypt,36,EG,1667,12,1872,32,1664,59,1527,318,125,104,89,157,91,70,636,433,CAF,0
1987,1987-12-31,Australia,38,AU,1662,14,1772,37,1630,77,1475,232,119,86,27,109,73,50,494,351,AFC,0
1987,1987-12-31,South Korea,41,KR,1648,16,1835,37,1655,84,1445,461,111,123,227,276,87,98,934,436,AFC,0
1987,1987-12-31,Ivory Coast,42,CI,1642,20,1761,45,1616,73,1476,258,107,97,54,120,78,60,412,310,CAF,0
1987,1987-12-31,Algeria,42,DZ,1642,18,1773,37,1649,67,1500,253,98,92,63,105,86,62,382,295,CAF,0
1987,1987-12-31,Ghana,45,GH,1623,10,1877,29,1693,59,1562,325,125,125,75,172,71,82,645,361,CAF,0
1987,1987-12-31,United States,46,US,1618,12,1784,47,1585,93,1410,164,54,90,20,46,87,31,213,405,CONCACAF,1
1987,1987-12-31,Iraq,48,IQ,1614,23,1740,38,1642,65,1501,278,76,72,130,147,61,70,489,232,AFC,0
1987,1987-12-31,DR Congo,53,CD,1580,20,1782,44,1615,60,1541,187,62,78,47,95,57,35,375,252,CAF,0
1987,1987-12-31,Canada,54,CA,1571,25,1672,43,1597,75,1470,127,36,71,20,41,56,30,136,199,CONCACAF,1
1987,1987-12-31,New Zealand,59,NZ,1557,29,1640,61,1486,85,1334,182,69,80,33,84,65,33,386,312,OFC,0
1987,1987-12-31,Saudi Arabia,64,SA,1540,39,1631,97,1378,125,1256,194,73,36,85,91,62,41,304,241,AFC,0
1987,1987-12-31,Turkey,65,TR,1534,20,1738,49,1537,77,1358,260,126,119,15,77,129,54,329,487,UEFA,0
1987,1987-12-31,Ecuador,66,EC,1531,58,1563,90,1357,121,1183,160,54,54,52,22,99,39,167,398,CONMEBOL,0
1987,1987-12-31,Senegal,71,SN,1497,37,1660,54,1567,78,1474,258,91,98,69,106,94,58,329,295,CAF,0
1987,1987-12-31,Tunisia,74,TN,1491,24,1734,40,1626,81,1439,285,116,106,63,110,103,72,403,390,CAF,0
1987,1987-12-31,Japan,77,JP,1488,30,1652,75,1334,114,1126,292,71,93,128,120,126,46,508,475,AFC,0
1987,1987-12-31,Qatar,83,QA,1427,58,1551,131,1187,164,965,133,42,25,66,50,52,31,170,177,AFC,0
1987,1987-12-31,Haiti,100,HT,1346,37,1673,71,1406,101,1265,247,119,78,50,115,84,48,417,334,CONCACAF,0
1987,1987-12-31,Curaçao,106,CW,1294,26,1618,69,1470,141,1165,299,96,110,93,132,97,70,564,483,CONCACAF,0
1987,1987-12-31,Panama,120,PA,1265,55,1508,112,1260,143,1154,171,57,56,58,42,91,38,225,364,CONCACAF,0
1987,1987-12-31,Cape Verde,127,CV,1237,114,1280,133,1206,142,1172,37,13,8,16,9,22,6,27,46,CAF,0
1987,1987-12-31,Jordan,142,JO,1178,108,1224,139,1152,153,1092,93,16,39,38,18,64,11,79,209,AFC,0
1988,1988-12-31,Netherlands,1,NL,2047,1,2109,19,1788,55,1553,471,231,202,38,218,162,91,1005,771,UEFA,0
1988,1988-12-31,Brazil,2,BR,1996,1,2195,5,1973,14,1805,510,208,167,135,315,94,101,1132,545,CONMEBOL,0
1988,1988-12-31,Germany,4,DE,1983,1,2146,9,1874,25,1637,560,252,239,69,313,138,109,1282,736,UEFA,0
1988,1988-12-31,Sweden,6,SE,1951,2,2013,16,1778,44,1579,653,304,302,47,323,203,127,1482,1005,UEFA,0
1988,1988-12-31,Spain,7,ES,1899,1,2036,8,1915,17,1805,334,153,141,40,164,84,86,609,371,UEFA,0
1988,1988-12-31,England,10,EN,1884,1,2213,3,1994,15,1810,721,294,382,45,432,143,146,1904,792,UEFA,0
1988,1988-12-31,Mexico,11,MX,1876,8,1904,22,1742,48,1498,360,153,120,87,184,94,82,686,402,CONCACAF,1
1988,1988-12-31,Uruguay,12,UY,1853,1,2104,11,1885,44,1636,578,210,243,125,249,198,131,960,789,CONMEBOL,0
1988,1988-12-31,France,13,FR,1850,1,2061,20,1711,40,1514,482,247,192,43,191,202,89,860,930,UEFA,0
1988,1988-12-31,Czechia,14,CZ,1848,2,2027,11,1865,26,1686,476,192,240,44,213,150,113,910,683,UEFA,0
1988,1988-12-31,Argentina,14,AR,1848,1,2159,4,1991,17,1816,633,251,251,131,331,150,152,1259,739,CONMEBOL,0
1988,1988-12-31,Colombia,18,CO,1817,18,1817,72,1446,102,1304,177,75,61,41,48,88,41,209,326,CONMEBOL,0
1988,1988-12-31,Paraguay,19,PY,1810,5,1956,20,1754,42,1619,367,102,168,97,130,152,85,526,607,CONMEBOL,0
1988,1988-12-31,Belgium,20,BE,1803,4,1961,24,1723,54,1503,493,242,223,28,191,207,95,881,957,UEFA,0
1988,1988-12-31,Scotland,22,SQ,1795,1,2104,7,1930,30,1727,528,244,262,22,268,145,115,1069,673,UEFA,0
1988,1988-12-31,South Africa,27,ZA,1761,7,1847,20,1754,35,1654,47,22,25,0,20,25,2,112,117,CAF,0
1988,1988-12-31,Portugal,28,PT,1757,3,2018,23,1734,41,1624,271,131,113,27,103,115,53,376,438,UEFA,0
1988,1988-12-31,Switzerland,30,CH,1738,11,1803,28,1644,56,1485,508,251,234,23,144,264,100,715,1058,UEFA,0
1988,1988-12-31,Austria,31,AT,1733,1,2070,12,1861,33,1674,513,233,250,30,224,183,106,1012,856,UEFA,0
1988,1988-12-31,South Korea,32,KR,1724,16,1835,37,1654,84,1445,475,114,126,235,285,88,102,958,444,AFC,0
1988,1988-12-31,Australia,33,AU,1715,14,1772,37,1631,77,1475,248,129,89,30,120,76,52,526,362,AFC,0
1988,1988-12-31,Iraq,34,IQ,1708,23,1740,38,1643,65,1501,297,76,76,145,157,62,78,518,241,AFC,0
1988,1988-12-31,Norway,38,NO,1668,14,1793,41,1563,85,1364,482,239,225,18,147,244,91,730,1042,UEFA,0
1988,1988-12-31,Egypt,39,EG,1657,12,1872,32,1664,59,1527,337,127,112,98,164,94,79,656,445,CAF,0
1988,1988-12-31,Morocco,40,MA,1647,19,1807,37,1664,65,1527,295,111,107,77,132,81,82,426,323,CAF,0
1988,1988-12-31,Ivory Coast,41,CI,1643,20,1761,45,1617,73,1476,263,109,98,56,121,78,64,416,313,CAF,0
1988,1988-12-31,Iran,46,IR,1603,19,1803,45,1611,79,1450,188,62,42,84,103,48,37,336,156,AFC,0
1988,1988-12-31,Turkey,48,TR,1581,20,1738,49,1537,77,1358,265,129,121,15,79,131,55,338,494,UEFA,0
1988,1988-12-31,Algeria,50,DZ,1577,18,1773,37,1649,67,1500,269,101,99,69,109,91,69,399,309,CAF,0
1988,1988-12-31,Saudi Arabia,51,SA,1575,39,1631,96,1381,125,1256,226,85,38,103,100,71,55,335,271,AFC,0
1988,1988-12-31,United States,52,US,1574,12,1784,47,1585,93,1410,179,65,94,20,50,94,35,226,422,CONCACAF,1
1988,1988-12-31,DR Congo,54,CD,1571,20,1782,44,1614,60,1541,192,64,79,49,96,58,38,378,255,CAF,0
1988,1988-12-31,Ecuador,54,EC,1571,49,1587,89,1361,121,1183,169,55,60,54,25,102,42,175,409,CONMEBOL,0
1988,1988-12-31,Canada,59,CA,1561,25,1672,43,1596,75,1470,142,45,77,20,46,62,34,149,214,CONCACAF,1
1988,1988-12-31,Senegal,63,SN,1537,37,1660,55,1565,78,1474,265,91,100,74,110,94,61,342,301,CAF,0
1988,1988-12-31,New Zealand,68,NZ,1490,29,1640,61,1487,85,1334,197,75,85,37,90,72,35,406,330,OFC,0
1988,1988-12-31,Tunisia,73,TN,1478,24,1734,41,1623,81,1439,307,121,117,69,114,113,80,423,417,CAF,0
1988,1988-12-31,Ghana,76,GH,1469,10,1877,30,1690,77,1469,336,127,131,78,175,76,85,651,375,CAF,0
1988,1988-12-31,Qatar,83,QA,1447,58,1551,129,1200,164,965,151,48,31,72,58,59,34,192,199,AFC,0
1988,1988-12-31,Japan,97,JP,1373,30,1652,75,1335,114,1126,305,73,98,134,122,133,50,516,492,AFC,0
1988,1988-12-31,Haiti,101,HT,1346,37,1673,72,1405,101,1265,247,119,78,50,115,84,48,417,334,CONCACAF,0
1988,1988-12-31,Curaçao,105,CW,1309,26,1618,69,1468,141,1165,308,102,113,93,136,99,73,575,494,CONCACAF,0
1988,1988-12-31,Jordan,109,JO,1290,104,1323,138,1155,153,1092,114,24,47,43,24,72,18,96,228,AFC,0
1988,1988-12-31,Panama,118,PA,1264,55,1508,112,1260,143,1154,173,58,57,58,42,92,39,226,367,CONCACAF,0
1988,1988-12-31,Cape Verde,131,CV,1222,114,1280,132,1207,142,1172,42,15,8,19,10,25,7,34,56,CAF,0
1989,1989-12-31,Netherlands,1,NL,2048,1,2109,19,1791,55,1553,479,236,205,38,223,163,93,1018,776,UEFA,0
1989,1989-12-31,Brazil,2,BR,2008,1,2195,5,1973,14,1805,533,223,174,136,330,97,106,1171,556,CONMEBOL,0
1989,1989-12-31,Germany,3,DE,2001,1,2146,9,1876,25,1637,566,254,243,69,316,138,112,1294,741,UEFA,0
1989,1989-12-31,Sweden,5,SE,1958,2,2013,16,1781,44,1579,662,309,305,48,329,205,128,1497,1018,UEFA,0
1989,1989-12-31,England,7,EN,1944,1,2213,3,1993,15,1810,732,299,388,45,438,143,151,1921,795,UEFA,0
1989,1989-12-31,Spain,8,ES,1925,1,2036,8,1915,17,1805,342,157,145,40,170,85,87,626,375,UEFA,0
1989,1989-12-31,Mexico,11,MX,1904,8,1904,22,1744,48,1498,364,154,120,90,188,94,82,697,406,CONCACAF,1
1989,1989-12-31,Czechia,12,CZ,1891,2,2027,11,1865,26,1686,484,196,244,44,219,151,114,925,687,UEFA,0
1989,1989-12-31,Uruguay,15,UY,1878,1,2104,11,1885,44,1636,596,216,249,131,258,202,136,986,799,CONMEBOL,0
1989,1989-12-31,France,16,FR,1865,1,2061,20,1712,40,1514,489,250,196,43,194,203,92,870,935,UEFA,0
1989,1989-12-31,Belgium,17,BE,1853,4,1961,24,1725,54,1503,502,247,226,29,197,207,98,901,962,UEFA,0
1989,1989-12-31,Colombia,18,CO,1825,14,1855,71,1453,102,1304,193,81,67,45,57,90,46,228,333,CONMEBOL,0
1989,1989-12-31,Argentina,19,AR,1802,1,2159,4,1989,21,1795,644,251,256,137,333,153,158,1264,747,CONMEBOL,0
1989,1989-12-31,Portugal,22,PT,1778,3,2018,23,1734,41,1624,282,136,118,28,108,118,56,394,451,UEFA,0
1989,1989-12-31,Scotland,23,SQ,1767,1,2104,7,1928,30,1727,536,249,265,22,272,148,116,1080,685,UEFA,0
1989,1989-12-31,South Africa,24,ZA,1761,7,1847,20,1754,35,1654,47,22,25,0,20,25,2,112,117,CAF,0
1989,1989-12-31,Paraguay,25,PY,1743,5,1956,21,1754,42,1619,391,106,181,104,142,159,90,562,636,CONMEBOL,0
1989,1989-12-31,South Korea,26,KR,1741,16,1835,36,1656,84,1445,490,119,128,243,296,90,104,993,451,AFC,0
1989,1989-12-31,Austria,30,AT,1722,1,2070,12,1860,33,1674,523,238,255,30,227,187,109,1022,869,UEFA,0
1989,1989-12-31,Egypt,33,EG,1691,12,1872,32,1663,59,1527,360,140,122,98,176,97,87,687,459,CAF,0
1989,1989-12-31,Switzerland,34,CH,1675,11,1803,28,1644,56,1485,517,256,238,23,146,270,101,723,1075,UEFA,0
1989,1989-12-31,Australia,35,AU,1673,14,1772,37,1631,77,1475,252,131,91,30,121,77,54,532,367,AFC,0
1989,1989-12-31,Ivory Coast,36,CI,1665,20,1761,44,1619,73,1476,274,116,102,56,126,79,69,434,319,CAF,0
1989,1989-12-31,Norway,37,NO,1660,14,1793,41,1564,85,1364,492,245,229,18,149,248,95,744,1058,UEFA,0
1989,1989-12-31,Iraq,39,IQ,1648,23,1740,38,1643,65,1501,309,80,80,149,163,64,82,539,251,AFC,0
1989,1989-12-31,Turkey,39,TR,1648,20,1738,49,1538,77,1358,271,131,125,15,82,134,55,345,499,UEFA,0
1989,1989-12-31,Algeria,42,DZ,1641,18,1773,37,1648,67,1500,286,107,108,71,115,95,76,412,317,CAF,0
1989,1989-12-31,Ecuador,43,EC,1634,41,1634,88,1365,121,1183,183,60,64,59,28,108,47,187,425,CONMEBOL,0
1989,1989-12-31,United States,47,US,1607,12,1784,47,1585,93,1410,191,73,97,21,56,97,38,238,429,CONCACAF,1
1989,1989-12-31,Iran,49,IR,1585,19,1803,45,1610,79,1450,200,66,46,88,109,50,41,355,167,AFC,0
1989,1989-12-31,Morocco,49,MA,1585,19,1807,37,1662,65,1527,306,116,113,77,134,84,88,434,332,CAF,0
1989,1989-12-31,Saudi Arabia,51,SA,1573,39,1631,95,1387,125,1256,235,87,40,108,104,73,58,346,280,AFC,0
1989,1989-12-31,Canada,52,CA,1570,25,1672,44,1596,75,1470,148,46,80,22,49,65,34,155,221,CONCACAF,1
1989,1989-12-31,DR Congo,55,CD,1563,20,1782,44,1612,62,1535,205,68,88,49,99,62,44,389,268,CAF,0
1989,1989-12-31,Senegal,59,SN,1551,37,1660,55,1564,78,1474,278,98,104,76,116,95,67,358,308,CAF,0
1989,1989-12-31,New Zealand,66,NZ,1515,29,1640,61,1487,85,1334,201,77,87,37,91,74,36,411,337,OFC,0
1989,1989-12-31,Qatar,69,QA,1487,58,1551,126,1214,164,965,167,52,38,77,63,62,42,210,216,AFC,0
1989,1989-12-31,Ghana,72,GH,1472,10,1877,31,1686,79,1458,341,129,133,79,177,77,87,655,378,CAF,0
1989,1989-12-31,Tunisia,73,TN,1465,24,1734,41,1620,81,1439,326,130,127,69,119,123,84,435,440,CAF,0
1989,1989-12-31,Japan,92,JP,1408,30,1652,75,1336,114,1126,316,78,104,134,125,136,55,529,501,AFC,0
1989,1989-12-31,Curaçao,103,CW,1345,26,1618,70,1466,141,1165,316,106,115,95,140,100,76,590,502,CONCACAF,0
1989,1989-12-31,Haiti,104,HT,1344,37,1673,72,1404,104,1265,248,119,78,51,115,85,48,417,338,CONCACAF,0
1989,1989-12-31,Jordan,109,JO,1308,104,1323,137,1159,153,1092,120,27,50,43,26,75,19,101,235,AFC,0
1989,1989-12-31,Cape Verde,116,CV,1272,114,1280,132,1209,142,1172,47,15,9,23,12,27,8,40,62,CAF,0
1989,1989-12-31,Panama,120,PA,1261,55,1508,112,1260,143,1154,174,58,58,58,42,93,39,226,369,CONCACAF,0
1990,1990-12-31,Germany,1,DE,2082,1,2146,9,1878,25,1637,581,258,247,76,326,139,116,1326,755,UEFA,0
1990,1990-12-31,England,3,EN,1990,1,2213,3,1993,15,1810,747,305,391,51,446,145,156,1941,807,UEFA,0
1990,1990-12-31,Brazil,5,BR,1957,1,2195,5,1974,14,1805,544,226,177,141,334,100,110,1180,566,CONMEBOL,0
1990,1990-12-31,Netherlands,6,NL,1948,1,2109,19,1793,55,1553,491,238,211,42,226,168,97,1036,787,UEFA,0
1990,1990-12-31,Spain,7,ES,1937,1,2036,8,1915,17,1805,353,162,147,44,177,88,88,652,386,UEFA,0
1990,1990-12-31,France,8,FR,1928,1,2061,20,1715,40,1514,497,253,200,44,201,203,93,884,939,UEFA,0
1990,1990-12-31,Croatia,9,HR,1887,7,1917,9,1882,13,1855,22,11,11,0,12,6,4,51,34,UEFA,0
1990,1990-12-31,Czechia,12,CZ,1886,2,2027,11,1865,26,1686,497,199,250,48,224,158,115,943,704,UEFA,0
1990,1990-12-31,Mexico,12,MX,1886,8,1941,22,1746,48,1498,371,154,122,95,192,96,83,705,412,CONCACAF,1
1990,1990-12-31,Argentina,14,AR,1874,1,2159,4,1987,26,1751,656,251,261,144,336,157,163,1273,757,CONMEBOL,0
1990,1990-12-31,Uruguay,16,UY,1848,1,2104,11,1885,44,1636,606,216,253,137,262,206,138,998,811,CONMEBOL,0
1990,1990-12-31,Sweden,17,SE,1824,2,2013,15,1782,44,1579,675,314,310,51,334,211,130,1519,1034,UEFA,0
1990,1990-12-31,Belgium,18,BE,1816,4,1961,24,1726,54,1503,513,252,228,33,200,212,101,914,976,UEFA,0
1990,1990-12-31,Portugal,20,PT,1807,3,2018,23,1735,41,1624,286,139,119,28,110,118,58,397,452,UEFA,0
1990,1990-12-31,Scotland,23,SQ,1775,1,2104,7,1927,33,1697,547,255,267,25,277,152,118,1092,697,UEFA,0
1990,1990-12-31,Algeria,24,DZ,1767,18,1773,37,1650,67,1500,295,115,108,72,122,95,78,432,320,CAF,0
1990,1990-12-31,Colombia,25,CO,1765,14,1855,70,1459,102,1304,205,81,71,53,60,95,50,238,347,CONMEBOL,0
1990,1990-12-31,South Africa,27,ZA,1761,7,1847,20,1754,35,1654,47,22,25,0,20,25,2,112,117,CAF,0
1990,1990-12-31,Paraguay,30,PY,1743,5,1956,21,1754,42,1619,391,106,181,104,142,159,90,562,636,CONMEBOL,0
1990,1990-12-31,South Korea,31,KR,1719,16,1835,36,1657,84,1445,512,122,135,255,309,96,107,1028,465,AFC,0
1990,1990-12-31,Switzerland,32,CH,1718,11,1803,28,1645,56,1485,526,261,242,23,151,273,102,738,1086,UEFA,0
1990,1990-12-31,Norway,34,NO,1682,14,1793,41,1565,85,1364,503,249,234,20,154,252,97,765,1074,UEFA,0
1990,1990-12-31,Austria,35,AT,1677,1,2070,12,1858,35,1674,535,243,259,33,231,192,112,1036,885,UEFA,0
1990,1990-12-31,Australia,36,AU,1667,14,1772,37,1632,77,1475,255,131,94,30,122,79,54,535,369,AFC,0
1990,1990-12-31,Iraq,41,IQ,1648,23,1740,38,1643,65,1501,315,83,81,151,165,64,86,547,255,AFC,0
1990,1990-12-31,Egypt,42,EG,1642,12,1872,32,1663,59,1527,380,146,131,103,180,106,94,700,483,CAF,0
1990,1990-12-31,Ivory Coast,43,CI,1635,20,1761,44,1619,73,1476,282,117,106,59,130,83,69,442,328,CAF,0
1990,1990-12-31,Ecuador,44,EC,1634,40,1634,87,1371,121,1183,183,60,64,59,28,108,47,187,425,CONMEBOL,0
1990,1990-12-31,Canada,45,CA,1630,25,1672,44,1596,75,1470,150,48,80,22,51,65,34,158,222,CONCACAF,1
1990,1990-12-31,Iran,46,IR,1624,19,1803,45,1610,79,1450,207,68,46,93,113,52,42,362,171,AFC,0
1990,1990-12-31,Turkey,49,TR,1613,20,1738,49,1540,77,1358,276,133,128,15,82,138,56,346,510,UEFA,0
1990,1990-12-31,Morocco,50,MA,1603,19,1807,38,1660,65,1527,313,121,115,77,138,85,90,445,335,CAF,0
1990,1990-12-31,Saudi Arabia,51,SA,1587,39,1631,94,1393,125,1256,238,87,40,111,106,73,59,352,280,AFC,0
1990,1990-12-31,United States,53,US,1583,12,1784,47,1585,93,1410,215,82,108,25,64,110,41,267,462,CONCACAF,1
1990,1990-12-31,DR Congo,59,CD,1551,20,1782,45,1611,62,1535,213,69,95,49,102,65,46,396,273,CAF,0
1990,1990-12-31,Senegal,60,SN,1546,37,1660,55,1564,78,1474,288,98,109,81,118,99,71,362,313,CAF,0
1990,1990-12-31,New Zealand,62,NZ,1531,29,1640,61,1488,85,1334,203,79,87,37,93,74,36,414,338,OFC,0
1990,1990-12-31,Ghana,64,GH,1519,10,1877,32,1682,79,1458,346,131,135,80,181,78,87,660,379,CAF,0
1990,1990-12-31,Tunisia,67,TN,1496,24,1734,42,1618,81,1439,332,135,128,69,121,125,86,442,447,CAF,0
1990,1990-12-31,Qatar,74,QA,1467,58,1551,123,1226,164,965,171,52,39,80,64,63,44,214,220,AFC,0
1990,1990-12-31,Japan,98,JP,1369,30,1652,75,1337,114,1126,322,78,105,139,126,141,55,532,508,AFC,0
1990,1990-12-31,Curaçao,102,CW,1353,26,1618,70,1464,141,1165,320,107,118,95,141,100,79,596,506,CONCACAF,0
1990,1990-12-31,Haiti,103,HT,1344,37,1673,73,1404,106,1265,248,119,78,51,115,85,48,417,338,CONCACAF,0
1990,1990-12-31,Jordan,111,JO,1308,104,1323,137,1163,153,1092,120,27,50,43,26,75,19,101,235,AFC,0
1990,1990-12-31,Cape Verde,115,CV,1295,113,1295,131,1211,142,1172,48,16,9,23,13,27,8,41,62,CAF,0
1990,1990-12-31,Panama,124,PA,1261,55,1508,112,1260,143,1154,174,58,58,58,42,93,39,226,369,CONCACAF,0
1991,1991-12-31,Germany,1,DE,2089,1,2146,9,1880,25,1637,588,262,250,76,332,140,116,1339,758,UEFA,0
1991,1991-12-31,France,2,FR,2009,1,2061,20,1718,40,1514,503,256,203,44,207,203,93,904,944,UEFA,0
1991,1991-12-31,England,3,EN,1988,1,2213,3,1993,15,1810,759,311,397,51,454,146,159,1960,815,UEFA,0
1991,1991-12-31,Argentina,4,AR,1985,1,2159,4,1987,26,1751,670,254,266,150,344,157,169,1299,770,CONMEBOL,0
1991,1991-12-31,Netherlands,6,NL,1963,1,2109,19,1795,55,1553,497,242,213,42,230,168,99,1044,789,UEFA,0
1991,1991-12-31,Brazil,7,BR,1957,1,2195,5,1973,14,1805,558,231,180,147,341,103,114,1205,582,CONMEBOL,0
1991,1991-12-31,Croatia,11,HR,1892,7,1917,10,1883,13,1855,23,11,12,0,13,6,4,52,34,UEFA,0
1991,1991-12-31,Czechia,13,CZ,1878,2,2027,11,1865,26,1686,509,203,257,49,231,161,117,962,714,UEFA,0
1991,1991-12-31,Uruguay,14,UY,1843,1,2104,11,1885,44,1636,619,218,259,142,266,210,143,1010,822,CONMEBOL,0
1991,1991-12-31,Mexico,15,MX,1831,8,1941,22,1748,48,1498,386,158,126,102,198,98,90,726,423,CONCACAF,1
1991,1991-12-31,Sweden,16,SE,1829,2,2013,15,1782,44,1579,684,319,314,51,338,214,132,1542,1050,UEFA,0
1991,1991-12-31,Spain,17,ES,1827,1,2036,8,1914,19,1805,361,168,149,44,179,93,89,661,402,UEFA,0
1991,1991-12-31,Belgium,18,BE,1819,4,1961,24,1727,54,1503,520,255,232,33,203,214,103,922,979,UEFA,0
1991,1991-12-31,Portugal,21,PT,1795,3,2018,23,1736,41,1624,295,143,124,28,114,120,61,410,459,UEFA,0
1991,1991-12-31,Switzerland,23,CH,1775,11,1803,28,1646,56,1485,536,265,247,24,157,274,105,764,1095,UEFA,0
1991,1991-12-31,Colombia,25,CO,1768,14,1855,69,1465,102,1304,216,81,75,60,63,99,54,248,358,CONMEBOL,0
1991,1991-12-31,South Africa,26,ZA,1761,7,1847,20,1755,35,1654,47,22,25,0,20,25,2,112,117,CAF,0
1991,1991-12-31,Scotland,27,SQ,1755,1,2104,7,1926,33,1697,553,258,270,25,279,154,120,1101,702,UEFA,0
1991,1991-12-31,Algeria,28,DZ,1740,18,1773,37,1652,67,1500,304,119,112,73,125,96,83,444,329,CAF,0
1991,1991-12-31,Norway,30,NO,1723,14,1793,41,1567,85,1364,512,255,237,20,157,255,100,775,1082,UEFA,0
1991,1991-12-31,Paraguay,32,PY,1716,5,1956,21,1754,42,1619,398,107,184,107,145,161,92,571,645,CONMEBOL,0
1991,1991-12-31,South Korea,33,KR,1713,16,1835,36,1658,84,1445,518,127,136,255,312,96,110,1035,466,AFC,0
1991,1991-12-31,United States,34,US,1697,12,1784,47,1586,93,1410,232,96,111,25,72,114,46,289,475,CONCACAF,1
1991,1991-12-31,Ivory Coast,35,CI,1683,20,1761,44,1620,73,1476,297,126,111,60,139,85,73,468,339,CAF,0
1991,1991-12-31,Egypt,36,EG,1680,12,1872,33,1663,59,1527,391,152,134,105,185,107,99,728,494,CAF,0
1991,1991-12-31,Australia,38,AU,1672,14,1772,37,1633,77,1475,261,135,96,30,124,82,55,538,374,AFC,0
1991,1991-12-31,Ecuador,39,EC,1665,36,1682,87,1376,121,1183,191,62,66,63,31,111,49,199,436,CONMEBOL,0
1991,1991-12-31,Iraq,43,IQ,1648,23,1740,38,1643,65,1501,315,83,81,151,165,64,86,547,255,AFC,0
1991,1991-12-31,Iran,45,IR,1637,19,1803,45,1610,79,1450,209,69,47,93,114,53,42,364,173,AFC,0
1991,1991-12-31,Austria,47,AT,1616,1,2070,12,1856,47,1616,543,247,263,33,232,197,114,1042,901,UEFA,0
1991,1991-12-31,Morocco,54,MA,1594,19,1807,38,1658,65,1527,321,125,119,77,141,87,93,456,342,CAF,0
1991,1991-12-31,Saudi Arabia,57,SA,1587,39,1631,92,1399,125,1256,238,87,40,111,106,73,59,352,280,AFC,0
1991,1991-12-31,Turkey,58,TR,1567,20,1738,49,1540,77,1358,286,137,134,15,82,143,61,351,526,UEFA,0
1991,1991-12-31,Senegal,61,SN,1546,37,1660,55,1563,78,1474,299,105,112,82,122,102,75,375,323,CAF,0
1991,1991-12-31,DR Congo,62,CD,1542,20,1782,45,1610,64,1529,218,71,98,49,104,66,48,399,275,CAF,0
1991,1991-12-31,Canada,62,CA,1542,25,1672,44,1596,75,1470,155,48,81,26,52,69,34,164,236,CONCACAF,1
1991,1991-12-31,Ghana,66,GH,1532,10,1877,32,1679,79,1458,359,133,141,85,187,80,92,677,388,CAF,0
1991,1991-12-31,Tunisia,68,TN,1528,24,1734,42,1616,81,1439,340,140,131,69,122,126,92,454,458,CAF,0
1991,1991-12-31,New Zealand,69,NZ,1506,29,1640,61,1488,85,1334,207,82,88,37,93,78,36,415,344,OFC,0
1991,1991-12-31,Qatar,80,QA,1467,58,1551,121,1237,164,965,171,52,39,80,64,63,44,214,220,AFC,0
1991,1991-12-31,Japan,102,JP,1374,30,1652,76,1337,114,1126,324,80,105,139,127,142,55,533,509,AFC,0
1991,1991-12-31,Curaçao,109,CW,1353,26,1618,71,1462,141,1165,320,107,118,95,141,100,79,596,506,CONCACAF,0
1991,1991-12-31,Cape Verde,115,CV,1331,112,1337,131,1214,142,1172,52,16,11,25,14,28,10,43,64,CAF,0
1991,1991-12-31,Haiti,119,HT,1317,37,1673,73,1402,119,1265,253,119,82,52,116,87,50,423,346,CONCACAF,0
1991,1991-12-31,Jordan,120,JO,1308,104,1323,136,1167,153,1092,120,27,50,43,26,75,19,101,235,AFC,0
1991,1991-12-31,Panama,123,PA,1297,55,1508,112,1261,143,1154,176,59,59,58,43,94,39,228,372,CONCACAF,0
